UID,Title,Rank,Stream type,Episodes,Start date,End date,Members,Score
2183,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,2183,Movie ,1.0,Dec 2007 , Dec 2007,"250,316 ",7.42
2184,Captain Tsubasa Season 2: Junior Youth-hen,2184,TV ,39.0,Oct 2023 , Jun 2024,"13,378 ",7.42
2185,Fukigen na Mononokean,2185,TV ,13.0,Jun 2016 , Sep 2016,"133,218 ",7.42
2186,Genshiken Nidaime,2186,TV ,13.0,Jul 2013 , Sep 2013,"54,119 ",7.42
2187,Gimai Seikatsu,2187,TV ,12.0,Jul 2024 ,,"85,668 ",7.42
2188,Goblin Slayer,2188,TV ,12.0,Oct 2018 , Dec 2018,"1,137,141 ",7.42
2189,Hakuouki: Reimeiroku,2189,TV ,12.0,Jul 2012 , Sep 2012,"58,695 ",7.42
2190,High School DxD BorN,2190,TV ,12.0,Apr 2015 , Jun 2015,"805,693 ",7.42
2191,High School DxD BorN: Yomigaeranai Fushichou,2191,OVA ,1.0,Dec 2015 , Dec 2015,"142,340 ",7.42
2192,Huyao Xiao Hongniang: Beishan Yaodi,2192,ONA ,8.0,Nov 2016 , Jan 2017,"8,647 ",7.42
2193,Idoly Pride,2193,TV ,12.0,Jan 2021 , Mar 2021,"68,064 ",7.42
2194,"Benriya Saitou-san, Isekai ni Iku",2194,TV ,12.0,Jan 2023 , Mar 2023,"171,519 ",7.41
2195,Brave Story,2195,Movie ,1.0,Jul 2006 , Jul 2006,"44,954 ",7.41
2196,Captain Tsubasa (2018),2196,TV ,52.0,Apr 2018 , Apr 2019,"76,426 ",7.41
2197,Chou Denji Machine Voltes V,2197,TV ,40.0,Jun 1977 , Mar 1978,"8,603 ",7.41
2198,City Hunter: The Secret Service,2198,TV Special ,1.0,Jan 1996 , Jan 1996,"8,813 ",7.41
2199,Cowboy Bebop: Yose Atsume Blues,2199,TV Special ,1.0,Jun 1998 , Jun 1998,"49,947 ",7.41
2200,Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,2200,Movie ,1.0,Jul 2021 , Jul 2021,"2,947 ",7.41
2201,Da Li Si Rizhi 2nd Season,2201,ONA ,12.0,Nov 2022 , Jan 2023,"1,261 ",7.41
2202,Feng Ling Yu Xiu,2202,ONA ,12.0,Mar 2017 , Feb 2021,"5,309 ",7.41
2203,Future GPX Cyber Formula Zero,2203,OVA ,8.0,Apr 1994 , Feb 1995,"3,236 ",7.41
2204,Gangsta.,2204,TV ,12.0,Jul 2015 , Sep 2015,"585,621 ",7.41
2205,Gokudou-kun Manyuuki,2205,TV ,26.0,Apr 1999 , Sep 1999,"16,171 ",7.41
2206,Gokusen,2206,TV ,13.0,Jan 2004 , Mar 2004,"47,547 ",7.41
2207,Hetalia: The Beautiful World,2207,ONA ,20.0,Jan 2013 , Jun 2013,"72,010 ",7.41
2208,Hori-san to Miyamura-kun,2208,OVA ,6.0,Sep 2012 , May 2021,"123,639 ",7.41
2209,Ie Naki Ko Remy Specials,2209,Special ,3.0,Jun 1997 , Jun 1997,"2,657 ",7.41
2210,Ikoku Meiro no Croisée The Animation,2210,TV ,12.0,Jul 2011 , Sep 2011,"59,452 ",7.41
2211,Initial D Extra Stage 2,2211,OVA ,1.0,Oct 2008 , Oct 2008,"43,034 ",7.41
2212,Itazura na Kiss,2212,TV ,25.0,Apr 2008 , Sep 2008,"284,710 ",7.41
2213,Jashin-chan Dropkick X,2213,TV ,12.0,Jul 2022 , Sep 2022,"40,542 ",7.41
2214,Jewelpet Twinkle☆,2214,TV ,52.0,Apr 2010 , Apr 2011,"13,128 ",7.41
2215,Shinryaku! Ika Musume,2215,TV ,12.0,Oct 2010 , Dec 2010,"202,211 ",7.41
2216,Tales of Symphonia The Animation: Sekai Tougou-hen,2216,OVA ,3.0,Nov 2011 , Oct 2012,"24,751 ",7.41
2217,Tanaka-kun wa Itsumo Kedaruge Specials,2217,Special ,7.0,Jun 2016 , Dec 2016,"36,227 ",7.41
2218,Tenchi Muyou! in Love,2218,Movie ,1.0,Apr 1996 , Apr 1996,"24,682 ",7.41
2219,Tetsuwan Birdy Decode,2219,TV ,13.0,Jul 2008 , Sep 2008,"97,852 ",7.41
2220,Toaru Majutsu no Index Movie: Endymion no Kiseki,2220,Movie ,1.0,Feb 2013 , Feb 2013,"133,786 ",7.41
2221,Tokyo Ravens,2221,TV ,24.0,Oct 2013 , Mar 2014,"490,687 ",7.41
2222,Towa no Quon 3: Mugen no Renza,2222,Movie ,1.0,Aug 2011 , Aug 2011,"37,769 ",7.41
2223,Urusei Yatsura (2022),2223,TV ,23.0,Oct 2022 , Mar 2023,"177,659 ",7.41
2224,WWW.Working!!,2224,TV ,13.0,Oct 2016 , Dec 2016,"158,762 ",7.41
2225,Yeon-ae Halujeon 2,2225,ONA ,15.0,Mar 2018 , Jul 2018,"15,878 ",7.41
2226,K: Seven Stories Movie 1 - R:B - Blaze,2226,Movie ,1.0,Jul 2018 , Jul 2018,"67,374 ",7.41
2227,Kimi wo Aishita Hitori no Boku e,2227,Movie ,1.0,Oct 2022 , Oct 2022,"89,700 ",7.41
2228,Kiniro no Corda: Primo Passo,2228,TV ,25.0,Oct 2006 , Mar 2007,"98,785 ",7.41
2229,Koi wa Sekai Seifuku no Ato de,2229,TV ,12.0,Apr 2022 , Jun 2022,"238,428 ",7.41
2230,Kono Sekai no Tanoshimikata: Secret Story Film,2230,Movie ,1.0,Dec 2020 , Dec 2020,"4,450 ",7.41
2231,Mahou Shoujo Lyrical Nanoha,2231,TV ,13.0,Oct 2004 , Dec 2004,"104,981 ",7.41
2232,Mai-HiME,2232,TV ,26.0,Oct 2004 , Apr 2005,"116,752 ",7.41
2233,Mitsuboshi Colors,2233,TV ,12.0,Jan 2018 , Mar 2018,"102,232 ",7.41
2234,Mugen no Ryvius,2234,TV ,26.0,Oct 1999 , Mar 2000,"45,153 ",7.41
2235,Pokemon XY,2235,TV ,93.0,Oct 2013 , Oct 2015,"174,944 ",7.41
2236,Pokemon XY: Mega Evolution,2236,TV Special ,4.0,Apr 2014 , Oct 2015,"31,951 ",7.41
2237,Pretty Rhythm: Aurora Dream,2237,TV ,51.0,Apr 2011 , Mar 2012,"23,105 ",7.41
2238,Rozen Maiden,2238,TV ,12.0,Oct 2004 , Dec 2004,"206,874 ",7.41
2239,Sakigake!! Otokojuku,2239,TV ,34.0,Feb 1988 , Nov 1988,"14,827 ",7.41
2240,Salaryman Kintarou,2240,TV ,20.0,Feb 2001 , Mar 2001,"10,466 ",7.41
2241,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,2241,Special ,1.0,Jan 2008 , Jan 2008,"16,613 ",7.41
2242,Sentai Daishikkaku,2242,TV ,12.0,Apr 2024 , Jun 2024,"123,545 ",7.41
2243,Senyuu. 2,2243,TV ,13.0,Jul 2013 , Sep 2013,"57,571 ",7.41
2244,Kuroshitsuji II Specials,2244,Special ,6.0,Oct 2010 , May 2011,"127,392 ",7.40
2245,Kyou kara Maou! R,2245,OVA ,5.0,Oct 2007 , Mar 2008,"24,618 ",7.40
2246,Level E,2246,TV ,13.0,Jan 2011 , Apr 2011,"95,784 ",7.40
2247,Love Live! School Idol Project,2247,TV ,13.0,Jan 2013 , Mar 2013,"450,634 ",7.40
2248,Majimoji Rurumo: Kanketsu-hen,2248,OVA ,2.0,Jul 2019 , Jul 2019,"9,311 ",7.40
2249,Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,2249,OVA ,1.0,Apr 2009 , Apr 2009,"12,603 ",7.40
2250,Meitantei Conan OVA 11: London kara no Maru Hi Shirei,2250,OVA ,1.0,May 2011 , May 2011,"13,425 ",7.40
2251,Mieruko-chan,2251,TV ,12.0,Oct 2021 , Dec 2021,"500,059 ",7.40
2252,Mirai Nikki (TV),2252,TV ,26.0,Oct 2011 , Apr 2012,"2,023,723 ",7.40
2253,"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",2253,OVA ,1.0,May 2017 , May 2017,"75,964 ",7.40
2254,Nichijou: Nichijou no 0-wa,2254,OVA ,1.0,Mar 2011 , Mar 2011,"86,371 ",7.40
2255,One Punch Man 2nd Season Specials,2255,Special ,6.0,Oct 2019 , Mar 2020,"132,698 ",7.40
2256,Pokemon (2023),2256,TV ,,Apr 2023 ,,"30,361 ",7.40
2257,Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,2257,ONA ,3.0,May 2022 , Jun 2022,"16,855 ",7.40
2258,Psycho-Pass 2,2258,TV ,11.0,Oct 2014 , Dec 2014,"659,554 ",7.40
2259,Puchi Pri*Yucie,2259,TV ,26.0,Sep 2002 , Mar 2003,"15,938 ",7.40
2260,Saki: Zenkoku-hen,2260,TV ,13.0,Jan 2014 , Apr 2014,"36,955 ",7.40
2261,Akazukin Chacha,2261,TV ,74.0,Jan 1994 , Jun 1995,"16,490 ",7.40
2262,Ano Natsu de Matteru,2262,TV ,12.0,Jan 2012 , Mar 2012,"388,684 ",7.40
2263,Bartender: Kami no Glass,2263,TV ,12.0,Apr 2024 , Jun 2024,"93,095 ",7.40
2264,Bokutachi no Remake,2264,TV ,12.0,Jul 2021 , Sep 2021,"344,886 ",7.40
2265,Chobits,2265,TV ,26.0,Apr 2002 , Sep 2002,"487,139 ",7.40
2266,Code Geass: Dakkan no Rozé,2266,ONA ,12.0,Jun 2024 ,,"30,116 ",7.40
2267,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,2267,TV Special ,1.0,Sep 2016 , Sep 2016,"184,663 ",7.40
2268,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",2268,Movie ,1.0,Dec 2017 , Dec 2017,"17,308 ",7.40
2269,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,2269,Movie ,1.0,Mar 2016 , Mar 2016,"6,641 ",7.40
2270,Dragon Ball Z Movie 14: Kami to Kami,2270,Movie ,1.0,Mar 2013 , Mar 2013,"224,061 ",7.40
2271,Gallery Fake,2271,TV ,37.0,Jan 2005 , Sep 2005,"15,683 ",7.40
2272,Gantz:O,2272,Movie ,1.0,Oct 2016 , Oct 2016,"101,106 ",7.40
2273,Grimm Meisaku Gekijou,2273,TV ,24.0,Oct 1987 , Mar 1988,"5,451 ",7.40
2274,Guilty Crown,2274,TV ,22.0,Oct 2011 , Mar 2012,"1,220,185 ",7.40
2275,Higurashi no Naku Koro ni Rei,2275,OVA ,5.0,Feb 2009 , Aug 2009,"196,433 ",7.40
2276,Isekai Shokudou,2276,TV ,12.0,Jul 2017 , Sep 2017,"257,939 ",7.40
2277,Shinreigari,2277,TV ,22.0,Oct 2007 , Apr 2008,"153,548 ",7.40
2278,Shugo Chara!,2278,TV ,51.0,Oct 2007 , Sep 2008,"221,457 ",7.40
2279,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,2279,Movie ,3.0,Nov 2020 , Nov 2020,"3,857 ",7.40
2280,Suki tte Ii na yo.,2280,TV ,13.0,Oct 2012 , Dec 2012,"658,904 ",7.40
2281,Tamako Market,2281,TV ,12.0,Jan 2013 , Mar 2013,"430,060 ",7.40
2282,"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",2282,Special ,1.0,Jun 2012 , Jun 2012,"9,430 ",7.40
2283,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,2283,Movie ,2.0,Oct 2006 , Oct 2006,"13,890 ",7.40
2284,Uchuu Senkan Yamato 2,2284,TV ,26.0,Oct 1978 , Apr 1979,"9,194 ",7.40
2285,Wu Geng Ji Zhi Tianqi,2285,ONA ,42.0,Dec 2017 , Oct 2018,"3,577 ",7.40
2286,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,2286,OVA ,2.0,Dec 2014 , May 2015,"97,209 ",7.40
2287,Yao Shen Ji 4th Season,2287,ONA ,52.0,Apr 2020 , Sep 2020,"6,796 ",7.40
2288,Zero no Tsukaima: Futatsuki no Kishi,2288,TV ,12.0,Jul 2007 , Sep 2007,"506,869 ",7.40
2289,Shingeki no Kyojin: Ano Hi Kara,2289,TV Special ,1.0,Jul 2013 , Jul 2013,"141,860 ",7.39
2290,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,2290,Movie ,1.0,Sep 2013 , Sep 2013,"108,010 ",7.39
2291,Tensai Ouji no Akaji Kokka Saisei Jutsu,2291,TV ,12.0,Jan 2022 , Mar 2022,"282,810 ",7.39
2292,Tonari no Seki-kun OVA,2292,OVA ,1.0,Jan 2014 , Jan 2014,"40,161 ",7.39
2293,X,2293,TV ,24.0,Oct 2001 , Mar 2002,"84,048 ",7.39
2294,Xian Wang de Richang Shenghuo 2,2294,ONA ,12.0,Oct 2021 , Jan 2022,"152,775 ",7.39
2295,Yama no Susume: Omoide Present,2295,OVA ,1.0,Oct 2017 , Oct 2017,"15,061 ",7.39
2296,Yoake Tsugeru Lu no Uta,2296,Movie ,1.0,May 2017 , May 2017,"54,518 ",7.39
2297,Yowamushi Pedal: Limit Break,2297,TV ,25.0,Oct 2022 , Mar 2023,"26,176 ",7.39
2298,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,2298,Special ,2.0,Oct 2018 , Oct 2018,"21,179 ",7.39
2299,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,2299,Movie ,1.0,Mar 2008 , Mar 2008,"5,455 ",7.39
2300,Kingsglaive: Final Fantasy XV,2300,Movie ,1.0,Jul 2016 , Jul 2016,"60,635 ",7.39
2301,Lupin Zero,2301,ONA ,6.0,Dec 2022 , Jan 2023,"9,787 ",7.39
2302,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,2302,OVA ,3.0,Aug 2008 , Feb 2009,"31,928 ",7.39
2303,Mahouka Koukou no Rettousei,2303,TV ,26.0,Apr 2014 , Sep 2014,"1,076,527 ",7.39
2304,Majo to Yajuu,2304,TV ,12.0,Jan 2024 , Apr 2024,"134,747 ",7.39
2305,Mardock Scramble: The Third Exhaust,2305,Movie ,1.0,Sep 2012 , Sep 2012,"35,712 ",7.39
2306,Medaka Box Abnormal,2306,TV ,12.0,Oct 2012 , Dec 2012,"145,089 ",7.39
2307,Meitantei Conan: Hiiro no Fuzai Shoumei,2307,Movie ,1.0,Feb 2021 , Feb 2021,"6,988 ",7.39
2308,Minami-ke Omatase,2308,OVA ,1.0,Oct 2012 , Oct 2012,"25,506 ",7.39
2309,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,2309,Special ,1.0,Mar 2018 , Mar 2018,"103,869 ",7.39
2310,Osomatsu-san 3rd Season,2310,TV ,25.0,Oct 2020 , Mar 2021,"23,311 ",7.39
2311,Osomatsu-san Special,2311,Special ,1.0,Jan 2016 , Jan 2016,"11,860 ",7.39
2312,Pokemon,2312,TV ,276.0,Apr 1997 , Nov 2002,"636,450 ",7.39
2313,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,2313,Special ,1.0,Aug 2008 , Aug 2008,"10,882 ",7.39
2314,Ajin,2314,TV ,13.0,Jan 2016 , Apr 2016,"592,814 ",7.39
2315,Aldnoah.Zero,2315,TV ,12.0,Jul 2014 , Sep 2014,"516,149 ",7.39
2316,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,2316,Movie ,1.0,Jan 2015 , Jan 2015,"27,182 ",7.39
2317,Cider no You ni Kotoba ga Wakiagaru,2317,Movie ,1.0,Jul 2021 , Jul 2021,"232,988 ",7.39
2318,D4DJ All Mix,2318,TV ,12.0,Jan 2023 , Mar 2023,"13,967 ",7.39
2319,Fanren Xiu Xian Chuan: Chongzhi Ban,2319,ONA ,21.0,Feb 2023 , Jun 2023,770 ,7.39
2320,Fate/stay night Movie: Unlimited Blade Works,2320,Movie ,1.0,Jan 2010 , Jan 2010,"229,794 ",7.39
2321,Hakkenden: Touhou Hakken Ibun,2321,TV ,13.0,Jan 2013 , Mar 2013,"115,621 ",7.39
2322,Hakuouki OVA,2322,OVA ,2.0,Mar 2011 , Mar 2011,"14,077 ",7.39
2323,Hal,2323,Movie ,1.0,Jun 2013 , Jun 2013,"145,549 ",7.39
2324,Hanhua Riji,2324,ONA ,12.0,Jul 2019 , Sep 2019,"7,477 ",7.39
2325,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,2325,Movie ,1.0,Dec 2010 , Dec 2010,"33,893 ",7.39
2326,3-nen Z-gumi Ginpachi-sensei Announcement Special,2326,Special ,1.0,Mar 2023 , Mar 2023,"1,933 ",7.38
2327,Aikatsu Stars! Movie,2327,Movie ,1.0,Aug 2016 , Aug 2016,"6,256 ",7.38
2328,Alps no Shoujo Heidi,2328,TV ,52.0,Jan 1974 , Dec 1974,"38,664 ",7.38
2329,Amagami SS+ Plus,2329,TV ,13.0,Jan 2012 , Mar 2012,"170,963 ",7.38
2330,Aoki Densetsu Shoot!,2330,TV ,58.0,Nov 1993 , Dec 1994,"15,645 ",7.38
2331,Ayakashi: Japanese Classic Horror,2331,TV ,11.0,Jan 2006 , Mar 2006,"77,885 ",7.38
2332,Baby I Love You Daze,2332,ONA ,1.0,Dec 2018 , Dec 2018,"9,922 ",7.38
2333,Bishoujo Senshi Sailor Moon Memorial,2333,OVA ,5.0,Aug 1998 , May 1999,"18,474 ",7.38
2334,Bishoujo Senshi Sailor Moon SuperS Specials,2334,Special ,3.0,Apr 1995 , Apr 1995,"24,220 ",7.38
2335,Boruto: Naruto the Movie,2335,Movie ,1.0,Aug 2015 , Aug 2015,"469,138 ",7.38
2336,Cang Lan Jue Part 2,2336,ONA ,12.0,Dec 2022 , Mar 2023,"1,618 ",7.38
2337,City Hunter: Ai to Shukumei no Magnum,2337,Movie ,1.0,Jun 1989 , Jun 1989,"9,352 ",7.38
2338,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,2338,Movie ,1.0,Apr 1997 , Apr 1997,"8,037 ",7.38
2339,Cross Ange: Tenshi to Ryuu no Rondo,2339,TV ,25.0,Oct 2014 , Mar 2015,"209,125 ",7.38
2340,Doraemon,2340,TV ,26.0,Apr 1973 , Sep 1973,"21,156 ",7.38
2341,Fairy Tail Movie 1: Houou no Miko,2341,Movie ,1.0,Aug 2012 , Aug 2012,"219,221 ",7.38
2342,Fresh Precure!,2342,TV ,50.0,Feb 2009 , Jan 2010,"17,727 ",7.38
2343,Gunslinger Girl,2343,TV ,13.0,Oct 2003 , Feb 2004,"192,023 ",7.38
2344,Hokuto no Ken: Toki-den,2344,OVA ,1.0,Mar 2008 , Mar 2008,"9,131 ",7.38
2345,Isekai Quartet,2345,TV ,12.0,Apr 2019 , Jun 2019,"388,032 ",7.38
2346,Slayers Evolution-R,2346,TV ,13.0,Jan 2009 , Apr 2009,"33,171 ",7.38
2347,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,2347,Movie ,3.0,Nov 2021 , Nov 2021,"3,363 ",7.38
2348,Sousou no Frieren: ●● no Mahou,2348,ONA ,12.0,Oct 2023 , Mar 2024,"14,634 ",7.38
2349,Super GALS! Kotobuki Ran,2349,TV ,52.0,Apr 2001 , Mar 2002,"23,095 ",7.38
2350,Taiho Shichau zo The Movie,2350,Movie ,1.0,Apr 1999 , Apr 1999,"9,888 ",7.38
2351,The Fable,2351,TV ,25.0,Apr 2024 ,,"43,534 ",7.38
2352,Tropical-Rouge! Precure,2352,TV ,46.0,Feb 2021 , Jan 2022,"13,242 ",7.38
2353,Vandread: The Second Stage,2353,TV ,13.0,Oct 2001 , Jan 2002,"54,878 ",7.38
2354,Yi Ren Zhi Xia 2,2354,ONA ,24.0,Oct 2017 , May 2018,"76,399 ",7.38
2355,Yozakura Quartet: Hoshi no Umi,2355,OVA ,3.0,Oct 2010 , Nov 2011,"39,406 ",7.38
2356,Joshiraku OVA,2356,OVA ,1.0,Feb 2013 , Feb 2013,"23,512 ",7.38
2357,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,2357,TV ,13.0,Jul 2019 , Sep 2019,"153,914 ",7.38
2358,Love Live! Sunshine!!,2358,TV ,13.0,Jul 2016 , Sep 2016,"184,692 ",7.38
2359,Major 2nd,2359,TV ,25.0,Apr 2018 , Sep 2018,"34,462 ",7.38
2360,Meitantei Holmes,2360,TV ,26.0,Nov 1984 , May 1985,"13,121 ",7.38
2361,Noblesse: Awakening,2361,ONA ,1.0,Feb 2016 , Feb 2016,"121,387 ",7.38
2362,RahXephon,2362,TV ,26.0,Jan 2002 , Sep 2002,"120,570 ",7.38
2363,Renou Xueyuan,2363,ONA ,10.0,Jul 2021 , Sep 2021,"2,087 ",7.38
2364,Sakura Quest,2364,TV ,25.0,Apr 2017 , Sep 2017,"150,958 ",7.38
2365,Shark'd,2365,ONA ,1.0,Sep 2022 , Sep 2022,"6,113 ",7.38
2366,Karas,2366,OVA ,6.0,Mar 2005 , Oct 2007,"64,757 ",7.37
2367,Kemono Jihen,2367,TV ,12.0,Jan 2021 , Mar 2021,"379,464 ",7.37
2368,Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,2368,OVA ,1.0,Dec 2005 , Dec 2005,"24,451 ",7.37
2369,Kiznaiver,2369,TV ,12.0,Apr 2016 , Jun 2016,"748,482 ",7.37
2370,Mikakunin de Shinkoukei,2370,TV ,12.0,Jan 2014 , Mar 2014,"398,099 ",7.37
2371,Minami-ke Natsuyasumi,2371,OVA ,1.0,Aug 2013 , Aug 2013,"18,832 ",7.37
2372,Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,2372,Special ,1.0,Apr 2017 , Apr 2017,"127,692 ",7.37
2373,Saiyuuki Reload Gunlock,2373,TV ,26.0,Apr 2004 , Sep 2004,"23,974 ",7.37
2374,Scrapped Princess,2374,TV ,24.0,Apr 2003 , Oct 2003,"96,708 ",7.37
2375,Senryuu Shoujo,2375,TV ,12.0,Apr 2019 , Jun 2019,"187,733 ",7.37
2376,Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,2376,ONA ,15.0,Jul 2023 , Oct 2023,709 ,7.37
2377,Afro Samurai,2377,TV ,5.0,May 2007 , May 2007,"380,048 ",7.37
2378,Atashin'chi,2378,TV ,330.0,Apr 2002 , Sep 2009,"5,805 ",7.37
2379,Boku no Hero Academia 5th Season,2379,TV ,25.0,Mar 2021 , Sep 2021,"1,200,135 ",7.37
2380,Chiisana Penguin Lolo no Bouken,2380,OVA ,3.0,1986 , 1987,"3,469 ",7.37
2381,Comic Girls,2381,TV ,12.0,Apr 2018 , Jun 2018,"144,692 ",7.37
2382,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,2382,Movie ,1.0,Mar 2004 , Mar 2004,"9,006 ",7.37
2383,Freedom,2383,OVA ,7.0,Nov 2006 , May 2008,"24,840 ",7.37
2384,Full Metal Panic! The Second Raid Episode 00,2384,TV Special ,1.0,Jul 2005 , Jul 2005,"39,899 ",7.37
2385,Gunsmith Cats,2385,OVA ,3.0,Nov 1995 , Sep 1996,"59,333 ",7.37
2386,Hataraku Saibou!!,2386,TV ,8.0,Jan 2021 , Feb 2021,"274,882 ",7.37
2387,Hiyoko no Basket Movie: Last Game 0401,2387,ONA ,1.0,Apr 2017 , Apr 2017,"11,633 ",7.37
2388,Inu x Boku SS,2388,TV ,12.0,Jan 2012 , Mar 2012,"507,052 ",7.37
2389,Shin Kidou Senki Gundam Wing: Operation Meteor,2389,OVA ,4.0,Apr 1996 , Oct 1996,"11,349 ",7.37
2390,Soukyuu no Fafner: Dead Aggressor - Exodus,2390,TV ,13.0,Jan 2015 , Apr 2015,"22,928 ",7.37
2391,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,2391,Movie ,1.0,Dec 2010 , Dec 2010,"15,097 ",7.37
2392,Soukyuu no Fafner: Dead Aggressor - Right of Left,2392,TV Special ,1.0,Dec 2005 , Dec 2005,"15,575 ",7.37
2393,Sunabouzu,2393,TV ,24.0,Oct 2004 , Mar 2005,"141,203 ",7.37
2394,Taiho Shichau zo: Second Season,2394,TV ,26.0,Apr 2001 , Sep 2001,"11,751 ",7.37
2395,Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,2395,TV ,12.0,Apr 2005 , Jun 2005,"4,444 ",7.37
2396,Zhe Tian,2396,ONA ,104.0,May 2023 ,,"1,653 ",7.37
2397,Shigurui,2397,TV ,12.0,Jul 2007 , Oct 2007,"125,520 ",7.36
2398,Shin Getter Robo,2398,OVA ,13.0,Apr 2004 , Sep 2004,"11,266 ",7.36
2399,"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",2399,Movie ,1.0,Nov 1996 , Nov 1996,"9,431 ",7.36
2400,Shiro Seijo to Kuro Bokushi,2400,TV ,12.0,Jul 2023 , Sep 2023,"77,599 ",7.36
2401,Shixiong A Shixiong 2nd Season,2401,ONA ,78.0,Dec 2023 ,,823 ,7.36
2402,Sketchbook: Full Color's,2402,TV ,13.0,Oct 2007 , Dec 2007,"31,369 ",7.36
2403,Taiyou no Kiba Dagram,2403,TV ,75.0,Oct 1981 , Mar 1983,"6,577 ",7.36
2404,Tales of Zestiria: Doushi no Yoake,2404,TV Special ,1.0,Dec 2014 , Dec 2014,"44,039 ",7.36
2405,Tennis no Oujisama: Sonzoku Yama no Hi,2405,OVA ,1.0,2003 , 2003,"16,014 ",7.36
2406,Tottemo! Luckyman,2406,TV ,50.0,Apr 1994 , Mar 1995,"3,835 ",7.36
2407,Waga Seishun no Arcadia: Mugen Kidou SSX,2407,TV ,22.0,Oct 1982 , Mar 1983,"7,889 ",7.36
2408,Whistle!,2408,TV ,39.0,May 2002 , Feb 2003,"15,148 ",7.36
2409,Xingchen Bian: Yu Li Cang Hai,2409,ONA ,12.0,May 2020 , May 2020,"4,621 ",7.36
2410,Yowamushi Pedal: Re:Ride,2410,Movie ,1.0,Sep 2014 , Sep 2014,"12,735 ",7.36
2411,Yuuki Yuuna wa Yuusha de Aru,2411,TV ,12.0,Oct 2014 , Dec 2014,"156,323 ",7.36
2412,Zoids,2412,TV ,67.0,Sep 1999 , Dec 2000,"50,842 ",7.36
2413,Kekkai Sensen: Ousama no Restaurant no Ousama,2413,OVA ,1.0,Jun 2016 , Jun 2016,"42,977 ",7.36
2414,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,2414,Special ,4.0,Jun 2007 , Jun 2007,"8,407 ",7.36
2415,Kimagure Orange☆Road OVA,2415,OVA ,8.0,Mar 1989 , Jan 1991,"8,753 ",7.36
2416,Kore wa Zombie desu ka? OVA,2416,OVA ,2.0,Jun 2011 , Apr 2012,"133,532 ",7.36
2417,Kyokou Suiri Season 2,2417,TV ,12.0,Jan 2023 , Mar 2023,"159,333 ",7.36
2418,Love Stage!!: Chotto ja Nakutte,2418,OVA ,1.0,Nov 2014 , Nov 2014,"67,693 ",7.36
2419,Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,2419,OVA ,1.0,Mar 2006 , Mar 2006,"16,308 ",7.36
2420,Naruto x UT,2420,OVA ,1.0,Jan 2011 , Jan 2011,"53,241 ",7.36
2421,Nisekoi OVA,2421,OVA ,3.0,Oct 2014 , Apr 2015,"167,110 ",7.36
2422,Oda Nobuna no Yabou,2422,TV ,12.0,Jul 2012 , Sep 2012,"298,288 ",7.36
2423,Oruchuban Ebichu,2423,TV ,24.0,Aug 1999 , Oct 1999,"53,702 ",7.36
2424,Otona Joshi no Anime Time,2424,TV Special ,4.0,Jan 2011 , Mar 2013,"22,352 ",7.36
2425,Prison School: Mad Wax,2425,OVA ,1.0,Mar 2016 , Mar 2016,"157,912 ",7.36
2426,Ryman's Club,2426,TV ,12.0,Jan 2022 , Apr 2022,"77,845 ",7.36
